label	message	length	punct
spam	PRIORITY MESSAGE: SPECIAL ALERT: CBSE GRACE MARKS: Our department insider can add 10 to 20 grace marks to your board result. Pay Rs 5,000 per subject via Paytm before results. contact 9876543210 confidentially. Do not delay!	224	8
ham	Please note that All employees are requested to submit their investment declarations for tax saving for FY 2024-25 at https://tax.company.com/declaration before 31st January to avoid higher TDS deductions.	205	8
ham	Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you	62	7
spam	LIMITED TIME: FINAL WARNING: STUDENT LOAN: Get Rs 10 lakh education loan without income proof or collateral! Only Aadhaar PAN and college letter needed. Processing fee Rs 2,000. Call 9876543210 today!	200	8
ham	Good morning, Did you see the email from the HOD? The industrial visit to Tata Steel has been confirmed for 28th March. We need to submit consent forms by this Friday afternoon.	177	4
ham	Good morning, As discussed earlier, All employees must submit investment declarations for tax saving for FY 2024-25 through the payroll portal before 31st January to avoid higher TDS deductions in the February and March salary.	227	4
spam	ATTENTION: Hi, a friend mentioned your contact. I have a business proposal that might interest you. It involves minimal effort and good monthly returns. Can we meet for a quick chat this weekend? Respond urgently!	213	7
ham	Trust me. Even if isn't there, its there.	41	4
spam	SPECIAL ALERT: This is an official communication from the Ministry of Education. Your application for the central scholarship has been approved. Please pay the processing fee of Rs 500 to release the Rs 75,000 scholarship.	222	5
spam	LIMITED TIME: ACT NOW! Win FREE recharge worth Rs 500! Share this link with 10 friends: http://free-recharge-trick.net and get instant recharge on your number! Offer expires tonight!	182	12
spam	DEAR VALUED CUSTOMER: CRYPTO INVESTMENT: Turn Rs 10,000 into Rs 1,00,000 in 30 days! Our AI trading bot gives guaranteed returns. Call 9876543210 to invest today. Last opportunity!	180	9
spam	THIS IS TO INFORM YOU: ACT NOW: SIP SCHEME: Invest Rs 500 per month and become a crorepati in 10 years! Our special fund guarantees 3X returns. Registered with SEBI. Call our planner at 9876543210 today.	203	7
spam	EXCLUSIVE OFFER: FINAL NOTICE: Your electricity will be cut off today. Pay outstanding amount of Rs 1,240 by calling 1800-POWER now to avoid disconnection. Call now or miss out!	177	7
spam	DEAR VALUED CUSTOMER: Hello sir, one of our clients is looking to invest in a business similar to yours. They saw your profile and are very interested in a potential partnership. Can we arrange a brief meeting this week?	220	5
spam	DEAR USER: INCOME TAX REFUND: Get your pending IT refund faster! Our chartered accountants file revised returns and expedite refunds. Fee Rs 999 only. Call 9988776655. Average client gets refund in 15 days. This is your final chance!	233	8
ham	In work now. Going have in few min.	35	2
ham	There's no point hangin on to mr not right if he's not makin u happy	68	2
spam	SPECIAL SELECTED: URGENT: EXAM PAPER LEAK: Get 2024 board exam papers before exam. Contact http://exam-paper-leak.xyz Only Rs 2000. 100% accurate papers guaranteed!	164	13
ham	Please note that Congratulations on being shortlisted for our BBA program! Please complete your document verification by uploading scanned copies at https://admissions.christuniversity.in/docs by 20th March.	207	8
ham	Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a <#> movie DOESNT inlude the previews. You're still getting in after 1.	367	17
spam	DEAR USER: Dear student your application for the National Merit Scholarship has been shortlisted. To complete the verification process please pay a one-time processing fee of Rs 750 to the scholarship disbursement cell.	219	4
ham	Where in abj are you serving. Are you staying with dad or alone.	64	2
ham	FYI: Can you proofread my cover letter before I send it to Wipro? I have attached the latest version. It is just one page. I want to make sure there are no grammar mistakes.	173	5
spam	SPECIAL SELECTED: 88066 FROM 88066 LOST 3POUND HELP	51	1
ham	If you were/are free i can give. Otherwise nalla adi entey nattil kittum	72	2
spam	REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode	147	3
ham	She told to hr that he want posting in chennai:)because i'm working here:)	74	5
ham	FYI: The compliance audit by the internal team is scheduled for the last week of March. All department heads should ensure their documentation is in order and accessible to the audit team.	188	3
ham	Teach me apps da. When you come to college.	43	2
spam	IMPORTANT NOTICE: I represent a group of investors looking for reliable people to manage small transactions on their behalf. The work is simple and pays very well. Reply if you want to know more.	195	4
spam	PRIORITY MESSAGE: BSNL: Ur broadband plan FUP limit reached. Speed reduced to 512 kbps. Boost speed by paying Rs 199 upgrade fee on Paytm to 9876543210. Service restores in 5 minutes guaranteed. Call immediately!	212	7
spam	PRIORITY MESSAGE: FREE RECHARGE APP: Earn unlimited free Jio Airtel recharge by clicking ads. Download at http://recharge-free-app.xyz Withdrawal via Paytm!	156	10
spam	SPECIAL ALERT: Your application to our company has been processed. We are happy to offer you the role of Regional Manager at Rs 12 lakh per annum. To confirm your interest please pay a refundable security deposit of Rs 3,000.	225	5
spam	SPECIAL ALERT: Dear candidate, after reviewing hundreds of applications we feel your background is an exceptional match. Before we can proceed to the formal offer stage there is a small administrative fee to be processed.	221	4
ham	Thats cool. Where should i cum? On you or in you? :)	52	5
spam	ACT NOW! You have been chosen for a FREE international trip to Dubai! Register at http://dubai-trip-free.xyz and pay only Rs 999 processing fee!	144	9
spam	ATTENTION: DEAR USER: GATE PAPER LEAK 2024: GATE exam paper available 24 hours before exam. Our source works in IIT. Rs 20,000. 100% money back if paper does not match. Call 9988776655 now!	189	10
ham	As discussed earlier, Good news! I got the internship offer from Cognizant. Joining date is 1st June. I am so relieved. Thank you for helping me prepare for the technical interview last month. Please take note.	210	7
ham	For your information: Following our discussion on Thursday, I have revised the project timeline. The new go-live date is 15th June, which gives us a 3-week buffer. Please share with your team and confirm if this works.	218	8
spam	ACT NOW: Please CALL 08712402972 immediately as there is an urgent message waiting for you	90	1
ham	Are you available for soiree on June 3rd?	41	1
spam	DEAR VALUED CUSTOMER: URGENT! HIRING NOW! Earn Rs 50,000/month working from home! No experience needed. Apply at http://work-from-home-india-jobs.net Register today limited openings! Call now or miss out!	204	17
ham	For your information: Bhai can you lend me Rs 300 until Friday? I forgot my wallet at home today and I need money for lunch and the xerox shop. I will return on Friday after my ATM withdrawal. Thanks!	200	5
spam	OFFICIAL COMMUNICATION: IMPORTANT NOTICE: FINAL WARNING: LIMITED TIME! PAYTM SECURITY ALERT: Unusual login detected. Secure your account at http://paytm-account-secure.net immediately. Ignore at your own risk!	209	14
ham	Sir, I need Velusamy sir's date of birth and company bank facilities details.	77	3
ham	What time is ur flight tmr?	27	1
ham	I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon	101	2
ham	Please note: Your appeal for re-evaluation has been accepted. Marks in Advanced Mathematics revised from 54 to 71. The updated marksheet will be issued by the examination section by end of this month. Please acknowledge.	220	6
ham	Friendly reminder: The bookstore near college has the new edition of the OS textbook. It is Rs 450. Should I pick one up for you too? Let me know by 4pm I am going after class.	176	5
ham	Good morning, Quick update — The quarterly all-hands meeting is on 25th March at 4pm in the main auditorium. The CEO will share business updates and Q4 targets. Remote employees can join via the meeting link on the intranet.	224	5
ham	Please note: The annual strategy offsite is set for 15th and 16th next month at the Woodlands Resort. Please block these dates immediately. Pre-read materials and agenda will be circulated the week before. Please take note.	223	6
ham	Your scholarship amount of Rs 25,000 has been approved and will be credited to your profile within 3 working days. kindly ensure your bank details in the scholarship portal are correctly updated.	195	3
ham	What you did in leave.	22	1
spam	EXCLUSIVE! AMAZON work from home jobs! Pack products and earn Rs 20,000/week. No investment. Apply at http://amazon-home-jobs-india.xyz Only 50 spots left!	155	14
spam	ACT NOW: OFFICIAL COMMUNICATION: HURRY! CRYPTOCURRENCY INVESTMENT: Turn Rs 10,000 into Rs 1,00,000 in 30 days! Trusted platform http://crypto-invest-india.xyz Join 50,000 happy investors! Time is running out!	208	17
spam	DEAR USER: ACT NOW: IMPORTANT NOTICE: BUMPER LOTTERY RESULT: Ticket 9087 first prize Rs 50 lakh. Ticket 4521 second prize Rs 10 lakh. Ticket 7893 third prize Rs 1 lakh. Call 09988001122 to claim if you have these numbers. Last opportunity!	239	9
spam	OFFICIAL COMMUNICATION: THIS IS TO INFORM YOU: Get your engineering degree WITHOUT studying! 100% genuine looking certificates. All universities available. Visit http://buy-degree-online-india.net	196	13
spam	DEAR USER: This is an official communication from the PF department. Your employer has not deposited your PF contribution for the last 3 months. File a complaint immediately or your retirement corpus will be affected.	217	4
spam	SPECIAL ALERT: Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL	163	10
spam	DEAR USER: SPECIAL ANNOUNCEMENT: You are our 10 lakh subscriber and have won a Samsung Galaxy S24! Call our customer care within 24 hours to arrange free home delivery. Limited time offer!	188	5
ham	Dear colleague, The mid-year performance calibration sessions are scheduled for 10th to 14th March. All HR business partners will facilitate the sessions for each business unit. Please confirm attendance with your HRBP.	219	5
spam	ACT NOW: Following up on the investment proposal I sent last month. The returns have been consistent at 3% monthly for our members. Let me know if you are ready to get started with a small amount. Limited time only!	215	6
ham	Following up: Please do not tell anyone but I am leaving the company at the end of this month. I have accepted an offer elsewhere. I am telling you first because I trust you. Please keep this between us.	203	5
ham	This is to inform you that the annual sports meet registration is now open. Register your events at https://sports.college.edu/register before 28th February. Event schedule is available on the same portal.	205	9
ham	Please be informed that The campus coordinator shared that Cognizant will visit on 28th March for GenC and GenC Pro roles. PPT is at 9am followed by online test at 11am. Results same day by 4pm.	194	3
ham	Please note: Your startup idea has been selected for the college incubator program! You will receive seed funding of Rs 1,00,000 and 6 months of mentorship. Please confirm your participation by replying.	203	6
spam	OFFICIAL COMMUNICATION: IMPORTANT NOTICE: SPECIAL ALERT: SBI NOTICE: Your home loan EMI account shows discrepancy. Call our loan recovery department at 1800-SBI-LOAN immediately or legal proceedings will begin within 48 hours.	226	8
spam	IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!	156	7
spam	DEAR USER: OFFICIAL COMMUNICATION: SPECIAL ALERT: CREDIT CARD with Rs 3 lakh limit approved for you! No income proof no processing fee. Just Aadhaar and PAN needed. Call 9988776655 and get your card within 7 working days! Time is running out!	242	8
spam	OFFICIAL COMMUNICATION: LAST CHANCE: Claim your unclaimed reward points worth Rs 8,500 by calling 1800-REWARDS today. Points expire on 31st December midnight. Time is running out!	179	7
ham	This is a reminder that Did you see the email from the HOD? The industrial visit to Tata Steel has been confirmed for 28th March. We need to submit consent forms by this Friday afternoon. Regards.	196	4
spam	DEAR VALUED CUSTOMER: Hello, I have been meaning to reach out for a while. I have been doing extremely well financially for the past year and I want to share the method with a select few people I trust. It is not a scheme or anything illegal. Just a different way of thinking about money. Interested? Offer expires tonight!	323	8
ham	What about this one then.	25	1
spam	ATTENTION: Good evening sir, I was your employee at the Noida office 8 years back. Times have been very tough since the layoffs during COVID. My wife is in hospital and I lost my job. I am not a beggar sir but I have no option. A loan of Rs 10,000 would mean the world to me. Time is running out!	296	9
ham	Sac needs to carry on:)	23	2
ham	Which is weird because I know I had it at one point	51	0
spam	OFFICIAL COMMUNICATION: IMPORTANT NOTICE: DEPRESSION ANXIETY CURE: Our natural treatment cures depression anxiety and stress without antidepressants! Rs 2,500 per month. 100% safe. Call our counsellor at 9876543210.	215	9
ham	My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.	104	3
ham	Quick update: LAST CHANCE to submit your research paper for the national conference. Deadline is tomorrow midnight. Extended from the original date due to server issues. Papers submitted after this will not be considered.	221	5
spam	OFFICIAL COMMUNICATION: JUSPAY FRAUD ALERT: Rs 12,450 deducted from linked account. UPI ref: JPY2024031501234. To dispute call 1800-JUSPAY immediately. Do not share OTP with anyone including bank officials. Call immediately!	224	10
ham	Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...	78	15
ham	Honey boo I'm missing u.	24	2
spam	URGENT: act soon QUIT SMOKING in 5 days! 100% success rate. Patented formula. Order at http://quit-smoking-india.net Rs 1500 only. Free consultation included!	158	13
spam	Dear Valued Member, I hope this message finds you well. I am writing to you personally on behalf of our senior management team. Due to our system migration last week a small number of customer profiles, including yours, require re-verification. This is purely a security precaution. We truly value your relationship with us and would appreciate your cooperation. Time is running out!	383	10
ham	Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........	134	11
ham	Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?	68	4
ham	In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ	98	1
ham	Kindly note that For your information: Your appointment at the Regional Passport Office on 25th March at 10am is confirmed. Carry all original documents as per the official checklist. Arrive at least 30 minutes before the scheduled time.	237	4
spam	ACT NOW! KOTAK BANK ALERT: Your net banking password expires today. Reset at http://kotak-netbanking-reset.xyz to avoid account lockout!	136	10
spam	IMPORTANT NOTICE: Dear student your application for the National Merit Scholarship has been shortlisted. To complete the verification process please pay a one-time processing fee of Rs 750 to the scholarship disbursement cell.	226	4
ham	Shhhhh nobody is supposed to know!	34	1
spam	SPECIAL ALERT: THIS IS TO INFORM YOU: DEAR VALUED CUSTOMER: This is a notice from the electricity regulatory authority. A smart meter installation is mandatory for your area by 31st March. Pay the installation fee of Rs 1,200 to our authorized collector to schedule.	266	7
spam	contact from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!	147	6
spam	DEAR USER: YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate contact	165	4
spam	WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.	135	6
spam	RAILWAY VENDOR LICENSE: Get license to sell food and goods on Indian Railways platforms without tender. Pay Rs 8,000 processing fee. Call our agent at 9876543210 for details.	174	5
ham	Just to let you know that LAST CHANCE: Submit reimbursement claims for the academic conference you attended last month before this Friday. Claims after quarter-end cannot be processed until the next financial year.	214	4
ham	If we hit it off, you can move in with me :)	44	3
ham	Was the farm open?	18	1
ham	K:)k..its good:)when are you going?	35	7
spam	EXCLUSIVE OFFER: LIMITED TIME! YOUTUBE channel management work from home! Earn Rs 35,000/month. Apply at http://youtube-manager-jobs.xyz No experience required. Training provided!	179	14
spam	THIS IS TO INFORM YOU: Hey, long time no talk! I was just thinking about you. By the way, are you still working with that software company? I may have a very good opportunity for someone with your skills. Nothing formal yet, just exploring. Would love to catch up over a call this week. Offer expires tonight!	309	11
ham	Kindly note that Your MacBook battery replacement request has been approved by IT. kindly drop the laptop at the helpdesk on Floor 2 tomorrow morning. It will be returned to you by end of day Thursday.	201	3
spam	URGENT: SBI Alert: Dear Customer, your internet banking access blocked due to 3 wrong password attempts. Unblock now by calling 1800-SBI-HELP. Keep your debit card ready for OTP verification.	191	8
spam	SPECIAL ALERT: LIMITED TIME! BIG WIN! You have won a Samsung TV in our Diwali bumper draw! Collect at http://diwali-prize-claim.in Call 09999988888 now! Time is running out!	173	12
spam	PRIORITY MESSAGE: ATTENTION: FINAL WARNING: We are pleased to inform you that your visa application for Canada has been approved in principle. Please pay the visa stamping fee of Rs 7,500 to our authorized travel desk to complete the process.	242	6
spam	OFFICIAL COMMUNICATION: SBI Alert: Dear Customer, your internet banking access blocked due to 3 wrong password attempts. Unblock now by calling 1800-SBI-HELP. Keep your debit card ready for OTP verification. Do not delay!	221	9
ham	Mmmm.... I cant wait to lick it!	32	5
spam	DEAR USER: URGENT! INCOME TAX NOTICE: Irregularities found in your ITR filing. Click http://incometax-notice-india.xyz to respond within 7 days or face penalty! Do not delay! Time is running out!	195	13
spam	HURRY! CIBIL ALERT: Your credit score dropped by 150 points. Check reason and fix at http://cibil-fix-now.xyz Free report available for 24 hours only!	150	10
spam	SPECIAL ALERT: I am a retired army officer and my pension has been stopped due to a bureaucratic error. I cannot afford my heart medicines this month. I am not asking for charity but just a small loan of Rs 5,000 to get through the month. I will repay you next month on pension day. Call now or miss out!	304	7
ham	You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.	237	15
spam	DEAR VALUED CUSTOMER: important call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer Last opportunity!	209	8
ham	Kindly note that The fire safety drill will be conducted on Wednesday at 2pm. All employees must participate. Please familiarize yourself with the nearest emergency exit and assembly point on your floor.	203	3
spam	We tried to reach you multiple times regarding your account status. kindly call us back at your earliest convenience to avoid any disruption to your existing services and benefits. Only today!	192	3
spam	OFFICIAL COMMUNICATION: Congratulations! You have won a Samsung Galaxy S24 in our lucky draw. Call 09988776655 now to arrange free delivery to your address today. Limited time only!	181	5
ham	Your performance bonus of Rs 18,000 for Q3 has been approved and will be included in your March salary. This reflects your KRA achievement of 112% against the annual target.	173	4
ham	Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.	126	13
ham	My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.	87	3
spam	DEAR USER: LIMITED TIME! Lose 10 kg in 10 days! 100% guaranteed weight loss formula. Click http://weight-loss-fast-india.net Order now and get 50% discount! Limited stock! Call immediately!	189	16
spam	DEAR SIR/MADAM: URGENT: IMPORTANT NOTICE: We have received a complaint about your mobile number being used for cybercrime. Your number will be blocked in 2 hours. Call the cyber crime cell at 1800-CYBER immediately! Offer expires tonight!	238	9
spam	THIS IS TO INFORM YOU: Dear Sir/Madam, As part of the government's Pradhan Mantri Kaushal Vikas Yojana, you have been pre-selected for a free skill development training program with a monthly stipend of Rs 8,000. This is a fully funded government initiative. Please call our designated enrollment officer and pay a nominal registration fee of Rs 500 to confirm your seat.	371	10
ham	Please note: Hey are you free tomorrow evening? We are all going to watch the IPL match at Rohan's place. There will be dinner too. Let me know if you can come.	160	6
ham	This is a reminder that The college principal has approved the proposal for a new innovation lab with 3D printers laser cutters and IoT kits. Construction will begin in April and the lab should be ready by August.	213	2
ham	Please note that The company is organizing a team outing on 23rd March to Wonderla Bangalore. Register your participation at https://hr.company.com/events/outing before 15th March. Seats are limited. Cost covered by company.	224	11
spam	URGENT: FINAL WARNING: IMPORTANT NOTICE: CAPSTONE PROJECT: We deliver complete capstone and internship projects for MBA and engineering with presentation and report. Rs 4,999 per project. Call 9876543210 today.	210	8
spam	ATTENTION: SPECIAL ALERT: AMAZON INDIA is hiring packing staff to work from home. Earn Rs 800 per hour. Materials provided. Call our recruitment cell at 1800-AMAZON-HR. Registration fee Rs 299 only.	198	9
spam	FINAL WARNING: SPECIAL ALERT: FOREIGN SCHOLARSHIP FRAUD: Get 100% scholarship to study in USA UK Australia without IELTS or TOEFL. Pay Rs 5,000 processing fee to our visa consultant. contact 9876543210.	202	8
spam	100 dating service cal;l 09064012103 box334sk38ch	49	1
ham	Dear user The placement cell has announced on-campus recruitment by TCS on 20th March. Register your interest at https://placements.college.edu/register before 18th March. Eligibility 60% aggregate no backlogs.	210	11
spam	OFFICIAL COMMUNICATION: EARN WHILE LEARNING: Join our online course and earn Rs 25,000 monthly as a student. Call 9876543210 to enroll. Income starts from day one. Act within 2 hours!	183	7
spam	URGENT: Hello, I hope this message finds you well. I have cancer and I am trying to complete my bucket list before the end. One of my wishes is to help a stranger. I have Rs 2 crore in a trust fund I want to give you. I just need your bank details to transfer before I pass. Act before it is too late!	301	8
ham	* Am on my way	14	1
spam	THIS IS TO INFORM YOU: Today's Offer! collect ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X	183	11
spam	THIS IS TO INFORM YOU: ACT NOW: VEHICLE FITNESS: Get vehicle fitness certificate and pollution certificate without physical inspection. Pay Rs 1,000 to our RTO agent. contact 9876543210. All vehicles accepted.	209	8
ham	Just to let you know that The recruiter from Flipkart called me today asking about you. I gave them your contact. They are looking for someone with your exact skill set for a senior role. Expect a call from them this week.	222	4
spam	EXCLUSIVE OFFER: Genuine looking CBSE marksheet available! 10th 12th all subjects. Perfect for job applications. Visit http://cbse-certificate-buy.xyz Secure delivery guaranteed!	178	11
spam	SPECIAL SELECTED: ACT NOW: This is to inform you that your child's school fee cheque has bounced due to insufficient funds. Please pay the outstanding amount of Rs 12,000 along with Rs 500 bank charges within 3 days to avoid legal action.	238	6
ham	See the forwarding message for proof	36	0
ham	Did u see what I posted on your Facebook?	41	1
ham	For your information: We have detected an unusual login attempt on your college ERP account from a new device. If this was you please ignore this message. If not please change your password immediately via the student portal.	225	4
spam	IMPORTANT NOTICE: You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18 Respond urgently!	182	8
spam	DEAR SIR/MADAM: PRIORITY MESSAGE: SPECIAL ALERT: Your property registration documents from 2019 show an anomaly that may affect your ownership rights. Our legal team has identified this and you must contact us within 7 days to rectify before it becomes an issue.	262	6
ham	Dear colleague, I spoke with the IT vendor today. The server migration to AWS will happen on the night of 22nd March from 11pm to 5am. A minimal downtime window will affect the CRM system during this period.	207	4
spam	ACT NOW: FINAL WARNING: COLLEGE ATTENDANCE PROXY: We arrange attendance in your college without you attending. Rs 150 per lecture. Monthly package Rs 3,000. WhatsApp your timetable to 9876543210.	195	8
ham	Please be informed that Your college leaving certificate and migration certificate are ready for collection. Collect from the examination section during office hours with your college ID. Postal delivery available on request.	225	3
ham	Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.	57	4
ham	Hi there, Your college leaving certificate and migration certificate are ready for collection. Collect from the examination section during office hours with your college ID. Postal delivery available on request.	211	4
ham	Just to let you know that ACT NOW: The early bird discount of 40% on the professional certification course ends tonight. After midnight the price increases to Rs 15,000. Enroll now to save Rs 6,000 on the full fee. Please acknowledge.	234	8
spam	DEAR USER: You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p	165	3
ham	The compliance audit by the internal team is scheduled for the last week of March. All department heads should ensure their documentation is in order and accessible to the audit team. Kindly revert at the earliest.	214	3
ham	Mmm so yummy babe ... Nice jolt to the suzy	43	3
spam	ACT NOW: PHD DEGREE WITHOUT THESIS: Get PhD degree from recognized university without submitting thesis or appearing for viva. Fee Rs 1,50,000. Call our academic consultant 9988776655.	184	7
spam	FINAL WARNING: FINAL WARNING: SPECIAL SELECTED: Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180	205	7
spam	DEAR VALUED CUSTOMER: JUSPAY FRAUD ALERT: Rs 12,450 deducted from linked account. UPI ref: JPY2024031501234. To dispute call 1800-JUSPAY immediately. Do not share OTP with anyone including bank officials. This is your final chance!	231	10
ham	Rightio. 11.48 it is then. Well arent we all up bright and early this morning.	78	4
spam	Good day Sir, I trust all is well with you. I am writing regarding a matter of some importance concerning your retirement savings. Due to recent regulatory changes your existing pension account may need to be updated to maintain its tax benefits. I would appreciate the opportunity to explain this and assist you with the update process at a time that suits you. Respond urgently!	380	6
spam	SEM EXAM PAPER 2024 available! Get question papers for all subjects 3 days before exam. Visit http://sem-paper-2024.xyz Rs 1500 per subject. Bulk discount!	155	10
ham	K.i did't see you.:)k:)where are you now?	41	8
ham	Also hi wesley how've you been	30	1
ham	Dear colleague, Dear colleague, There is a career fair happening in the main auditorium on 25th March. Over 30 companies will have stalls. Worth going even if just to explore options and collect brochures.	205	5
spam	IMPORTANT NOTICE: Hi there. Not sure if you remember me from the alumni group. I have been working on something quietly for 2 years and it is now ready to scale. I am looking for just 2 or 3 trusted early partners. The timing is important. Can we connect this week if you are even slightly curious?	298	7
ham	Fffff. Can you text kadeem or are you too far gone	50	1
ham	Please note: Hi team, The new onboarding process has been approved by HR leadership. All new joiners will now have a structured 30-day program with weekly check-ins, buddy assignment and function-specific training modules.	222	8
ham	Kindly note that The department seminar on artificial intelligence and its applications in healthcare will be held on Friday at 11am in Hall 2. All students are encouraged to attend. Entry is free and open to all.	213	3
spam	Final Chance! collect ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16	161	8
spam	EXCLUSIVE OFFER: FINAL LEGAL NOTICE: Despite our previous communications you have not responded regarding the outstanding personal loan amount of Rs 4,56,789 taken in your name from our partner NBFC. Your file has been referred to our legal department. To avoid court summons and property attachment kindly call our recovery manager within 72 hours.	349	7
ham	Quick update: Please do not share this with the team yet but we are planning to reorganize the division next quarter. Your role is secure and will actually have more responsibility. We will talk in detail soon.	210	4
spam	FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)	156	8
ham	As discussed earlier, Placement statistics for the current batch are now on the placement website. Overall 89% placement achieved with an average package of Rs 6.2 lakh per annum this year.	189	5
ham	Kindly note that Your scholarship amount of Rs 25,000 has been approved and will be credited to your account within 3 working days. Please ensure your bank details in the scholarship portal are correctly updated.	212	3
ham	Ok... Let u noe when i leave my house.	38	4
spam	IMPORTANT NOTICE: Your EPF profile shows an unauthorized withdrawal attempt of Rs 1,20,000. Call the EPFO helpline at 1800-118-005 right away and quote your UAN number to freeze your profile	190	6
ham	Yes. that will be fine. Love you. Be safe.	42	4
spam	FINAL WARNING: Good afternoon, I hope you are having a pleasant day. I am reaching out from our priority customer services team. We have an important update regarding your account benefits. As a valued customer you are eligible for some enhanced features. To activate these benefits we will need to confirm a few account details. Please call us at your convenience.	365	8
spam	IMPORTANT NOTICE: GET ADMISSION to any private medical college without NEET score! Our consultants have management quota seats. Pay advance of Rs 2 lakh to block seat. Call 9876543210 now!	188	5
ham	Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong >:(	132	3
spam	"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"	158	8
ham	"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"	125	15
spam	FINAL WARNING: FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop Call now or miss out!	181	9
spam	OFFICIAL COMMUNICATION: ATTENTION: This is to inform you that your child's school fee cheque has bounced due to insufficient funds. Please pay the outstanding amount of Rs 12,000 along with Rs 500 bank charges within 3 days to avoid legal action.	246	6
ham	The regulatory filing deadline for the quarterly report is in 10 days. kindly send me your divisional numbers by end of week so finance can finish their consolidation and review process in time.	194	2
spam	INCOME TAX NOTICE: Irregularities found in your ITR filing. tap http://incometax-notice-india.xyz to respond within 7 days or face penalty!	139	9
spam	ACT NOW: This is a personal message for you only. I have information that could help you significantly in your current financial situation. Please keep this confidential and call me at your earliest convenience.	211	4
ham	No chikku nt yet.. Ya i'm free	30	3
ham	Following up: The company has announced a new leave policy effective from April. You will receive 2 additional casual leaves and 1 additional sick leave per year. Updated policy document is live on the intranet.	211	4
ham	I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.	205	4
ham	Just to let you know that The board meeting materials need to be finalized by Wednesday morning. Please send me your department slides by Tuesday noon so I can compile and review before submitting to the chairman's office.	222	3
ham	Friendly reminder: Anti-ragging committee reminds all students that ragging in any form is strictly prohibited. Report incidents through the online portal or call the helpline 1800-180-5522. All complaints are confidential. Looking forward to your response.	257	8
